"","id_num","Sex","Meat_g","Meat_inhouse_g","Meat_outhouse_g","Season_Wkdays_calib_weights_2rec"
"522",255730670,2,120,26.5,93.5,2730.012547
"523",255942804,2,172.5,0,172.5,799.5496408
"524",257692284,1,30,0,30,2406.336432
"525",258119629,1,0,0,0,2361.801945
"526",259631668,2,193.267391205,163,30.267391205,1353.624083
"527",261483484,1,221,221,0,2064.122664
"528",261752419,2,127.855103016,4.855103016,123,1968.339071
"529",261856221,2,162.491666556,148.991666556,13.5,709.0448352
"530",262330071,1,225.850955965,0,225.850955965,2071.216714
"531",263018136,1,38,11,27,2937.054748
"532",263483573,2,0,0,0,1408.634238
"533",263491071,2,127.5,57,70.5,4280.308893
"534",263578285,2,65,60,5,1535.854226
"535",263739278,1,106.15489292,23.15489292,83,1153.147739
"536",263763587,2,88.5,88.5,0,1555.124565
"537",264664240,1,223.7499962,120.5,103.2499962,2467.539616
"538",264977800,1,0,0,0,1819.10629
"539",265283610,2,29,7.5,21.5,1801.57356
"540",267717736,2,162,112,50,702.5459976
"541",268121503,1,217,97.5,119.5,1404.982948
"542",268289968,2,63.40770054,63.40770054,0,675.035862
"543",268340109,2,90.75,90.75,0,1397.747556
"544",268404949,2,9,0,9,1011.493779
"545",268808074,2,53.5,53.5,0,606.2755268
"546",269401113,2,168.35192776,95.17484665,73.17708111,4422.68691
"547",269695067,2,12.5,12.5,0,748.1433214
"548",270086402,2,87.75,87.75,0,1694.554809
"549",270495109,2,77.38009262,9,68.38009262,3374.572323
"550",270828101,2,48.5,48.5,0,567.7783083
"551",271521366,1,119.32508469,119.32508469,0,2311.179776
"552",271641437,1,100,100,0,1363.560819
"553",271906437,2,135.279902683,100.9230728,34.356829883,1265.504297
"554",272593500,2,35.37741661,0,35.37741661,1375.838994
"555",272783608,2,67.578266145,17.07826805,50.499998095,1594.672168
"556",273356018,1,47.12840557,10,37.12840557,8421.651829
"557",273982306,1,0,0,0,2612.918373
"558",274178779,2,134,0,134,1150.735979
"559",274380715,2,76.5625,0,76.5625,1375.838994
"560",274710896,2,0,0,0,1334.967913
"561",275039461,2,80.68042755,0,80.68042755,894.487798
"562",275723471,1,0,0,0,2548.74229
"563",275765539,1,114.8785429,0,114.8785429,2462.882378
"564",276013033,2,50.209949495,50.209949495,0,1450.652899
"565",276329428,1,77,77,0,1136.891884
"566",276516468,2,95.17500305,95.17500305,0,1237.71664
"567",276654793,2,8.33333397,8.33333397,0,581.2002513
"568",277241974,2,118,40,78,2139.148152
"569",277710011,2,55.5,8,47.5,622.7574721
"570",277895992,1,320.90368223,177.88415098,143.01953125,12595.00535
"571",278849004,2,184.21640396,70.5,113.71640396,902.6061555
"572",279279806,2,3.2313067915,3.2313067915,0,765.8004435
"573",279602424,2,41,41,0,570.4498175
"574",280365385,1,138.325021745,0,138.325021745,1817.361213
"575",281312122,1,72.2083334925,54.875,17.3333334925,4364.827163
"576",282133537,2,30.000001905,0,30.000001905,4682.443381
"577",282162916,1,85.5,0,85.5,1335.967714
"578",283278794,1,75.316664456,0,75.316664456,2400.881284
"579",283607828,2,189.779476165,161.75,28.029476165,5084.045623
"580",283798324,2,100,100,0,1389.543702
"581",284882408,1,143.881846905,118,25.881846905,1136.931458
"582",285018925,1,25.113637925,0,25.113637925,3192.196545
"583",285228135,2,21.328125,0,21.328125,7538.472216
"584",285652124,2,2.644569874,2.644569874,0,997.6146526
"585",286285848,2,102,0,102,813.0110508
"586",286632342,1,0,0,0,1187.144923
"587",287914191,2,41.51492929,23.01170778,18.50322151,9228.262115
"588",288674845,1,244.431962965,89.431962965,155,3556.360313
"589",289030574,2,0,0,0,1859.309289
"590",289244948,2,166,166,0,1815.139105
"591",289450738,2,65.625,65.625,0,5135.395517
"592",289520334,1,171.75,171.75,0,1178.272728
"593",289730613,1,245.319585825,43,202.319585825,1527.893274
"594",290269565,1,195,110,85,1509.139914
"595",291048816,2,73.5,73.5,0,2003.731583
"596",291087713,1,118.5,75,43.5,5176.031386
"597",291353538,1,131.450000765,131.450000765,0,2468.498744
"598",291605294,2,9,9,0,826.7877735
"599",291955947,2,162.6875,162.6875,0,862.0566724
"600",292208052,2,52,52,0,1132.264687
"601",292273520,2,76.095457075,55,21.095457075,832.7702163
"602",293094149,1,21.411700011,18.745033265,2.666666746,3980.55433
"603",293809253,2,16.30434799,0,16.30434799,1287.202529
"604",293976592,2,0,0,0,1906.374857
"605",294454422,1,250,141,109,4892.779805
"606",294761703,1,52.5,52.5,0,1084.212093
"607",295072539,2,83,83,0,2179.717451
"608",296116741,1,82.625,68.625,14,2298.932335
"609",296472302,2,32.24214554,0,32.24214554,2071.822689
"610",296644464,2,157,55,102,1606.55952
"611",296745865,1,64,64,0,1423.583727
"612",297148508,1,100.5,30,70.5,812.2652965
"613",297444333,2,50.387477875,24.5,25.887477875,3904.81459
"614",297597619,1,260.075760365,161.575760365,98.5,2926.029406
"615",298378088,1,61.5,9.5,52,866.9676742
"616",298926651,2,0,0,0,1920.729538
"617",299541464,2,50,50,0,2627.030172
"618",299990707,2,64.5,64.5,0,1906.374857
"619",301018591,2,68,68,0,906.089238
"620",301267028,1,35,35,0,818.6227798
"621",303514171,1,162.33869555,110,52.33869555,977.2067663
"622",304002959,1,32.900000095,32.900000095,0,2644.879216
"623",304907681,2,75.5,75.5,0,1279.513745
"624",305209012,2,100.5,0,100.5,1341.701726
"625",305270629,1,78.941732405,78.941732405,0,1061.539534
"626",305331317,2,0,0,0,1502.070029
"627",305466571,1,85.54268265,14.75,70.79268265,2842.352676
"628",305599543,1,211.899972199,80,131.899972199,1413.135961
"629",306453687,1,36.5,36.5,0,3292.631634
"630",306606906,1,336,123.5,212.5,991.8371921
"631",306951264,2,9.5,0,9.5,947.2776985
"632",307149723,2,103.5,103.5,0,2048.619169
"633",307953128,1,313.367876055,300,13.367876055,2699.815359
"634",308125282,1,47.5,46,1.5,3899.495254
"635",308878792,1,192.6236801,121.5,71.1236801,2236.385989
"636",309106660,2,45,45,0,2991.772236
"637",309135183,2,78.813749315,78.813749315,0,1774.672322
"638",309659993,2,87.75,17.25,70.5,1817.472134
"639",310086103,1,80.835294725,17.5,63.335294725,964.5796909
"640",311499005,1,44.5,44.5,0,2138.396627
"641",311931575,1,149.85673525,0,149.85673525,1526.751227
"642",312076912,2,67,0,67,4955.61413
"643",312806160,2,59.46590996,41,18.46590996,5432.702394
"644",313145746,1,92.5,92.5,0,1953.043965
"645",313590070,1,129.5,0,129.5,3009.949016
"646",314011736,1,142.2600735425,71.7600735425,70.5,4153.340772
"647",314397261,2,0,0,0,1796.309427
"648",314450450,2,0,0,0,1240.656316
"649",315534629,2,26.20732498,26.20732498,0,2050.178636
"650",317312635,1,46.5,46.5,0,2543.605404
"651",317331482,1,117.724998475,117.724998475,0,813.8446964
"652",318779763,2,21.599298475,0,21.599298475,4305.517828
"653",318968003,1,465.9750061,425.9750061,40,1208.058998
"654",319172276,1,307.9888916,0,307.9888916,2071.216714
"655",319788532,1,221,221,0,738.2554528
"656",320641405,2,20,20,0,2591.461277
"657",320912878,2,126.82500075,126.82500075,0,3449.113846
"658",321046703,1,117.125,117.125,0,3861.014287
"659",321269657,1,60,60,0,2668.624356
"660",321667719,1,109.5,28.5,81,682.8968049
"661",322177035,1,119.033504485,72.69000244,46.343502045,5935.507152
"662",322447956,1,157.522268772,153.5,4.022268772,1278.970829
"663",323070466,1,205.5,205.5,0,1500.546094
"664",323141403,1,135.7364645,12.27523136,123.46123314,3797.01488
"665",323330820,1,22.943914415,22.943914415,0,2125.430922
"666",323521521,2,185.01048088,100.05000305,84.96047783,1349.382472
"667",323625256,1,242.70832825,136.125,106.58332825,1237.729644
"668",323643044,2,73.5,73.5,0,1845.313502
"669",324516326,1,46.93813133,46.93813133,0,3249.270164
"670",324575912,1,32.5,32.5,0,5600.927167
"671",324890912,2,343,235,108,1660.710269
"672",325538466,1,48.75,48.75,0,3868.234535
"673",325866449,2,36,36,0,1745.576352
"674",326091667,2,13.5,13.5,0,2397.995867
"675",326244453,1,28,28,0,1351.171203
"676",326406840,2,0,0,0,1384.638485
"677",327909786,2,17.5,17.5,0,2272.596261
"678",327951243,2,18,18,0,1996.152515
"679",329007329,2,0,0,0,2393.329311
"680",329233297,2,0,0,0,2048.619169
"681",329293226,1,13.5,13.5,0,2986.298056
"682",330125445,2,183.57869053,183.57869053,0,2080.052871
"683",330515336,2,8.7887493375,8.7887493375,0,799.4244307
"684",331601718,1,99.71502304,61.12254715,38.59247589,2641.87203
"685",331932456,2,60.949998855,18.75,42.199998855,3172.57178
"686",332233868,1,93.023724555,93.023724555,0,1335.664636
"687",332299997,2,23.64797783,23.64797783,0,1659.001548
"688",332463538,2,163,57.5,105.5,1190.388821
"689",332838594,2,61.175134421,41.925134421,19.25,1869.943843
"690",332860861,2,0,0,0,849.3981931
"691",332933297,2,90,90,0,2263.140743
"692",333863078,1,28,28,0,1839.201262
"693",334255655,2,65.162038805,16.96047783,48.201560975,674.6700859
"694",334449830,2,8,0,8,3945.972544
"695",334902189,2,0,0,0,2081.04384
"696",334992811,1,213,95.5,117.5,1687.213315
"697",335557277,1,37.755263805,37.755263805,0,2656.495459
"698",338246757,1,213.192227365,0,213.192227365,2060.122128
"699",339071555,2,0,0,0,682.700434
"700",339159410,1,35.5,35.5,0,1740.840173
"701",339327498,2,100.5,30,70.5,2004.868347
"702",340114114,1,251.880018215,174.99999235,76.880025865,2744.889997
"703",340219566,1,220.5,220.5,0,5771.124703
"704",341240225,1,66.91983604,0,66.91983604,791.1307774
"705",341467263,1,0,0,0,4103.586548
"706",341987651,1,0,0,0,2005.241518
"707",342626516,2,48.335417745,48.335417745,0,3148.78229
"708",343812808,2,84.92107582,41.12107277,43.80000305,4605.47275
"709",345273623,2,7.5,7.5,0,690.9702579
"710",345346648,1,56.139709562,0,56.139709562,2515.513115
"711",345352034,2,26.12107277,26.12107277,0,743.7488868
"712",346017965,2,9,9,0,2301.574204
"713",346241960,1,127.3793602,42.78578186,84.59357834,4856.213337
"714",347182531,1,125.39500048,31.39499855,94.00000193,1666.929564
"715",347642613,2,70.864515305,56.5,14.364515305,506.1897174
"716",347730382,2,84,84,0,4815.298422
"717",347847279,2,64.216669796,0,64.216669796,2019.971158
"718",348171532,1,79,79,0,1347.655938
"719",348280222,2,52.5,52.5,0,2003.731583
"720",348897402,1,89,54,35,2818.554537
"721",350323192,1,484.10000229,235.10000229,249,4499.785099
"722",351596241,1,93.652430535,10.10320759,83.549222945,992.1783978
"723",351751061,1,100,0,100,1941.720907
"724",352086363,2,110.02687454,110.02687454,0,3795.616767
"725",353663927,1,335.04999545,0,335.04999545,1280.3478
"726",355166364,2,81.52584839,0,81.52584839,1790.201445
"727",355775447,2,0,0,0,1860.374033
"728",356894671,2,47.5,47.5,0,1330.665694
"729",357613235,1,247.5,134.5,113,2045.756316
"730",357901387,2,90,90,0,1701.175452
"731",357943599,1,24,24,0,2186.492929
"732",358179340,2,89.65625,35.15625,54.5,1072.960908
"733",359078989,2,41.75,41.75,0,1111.545547
"734",359962737,2,96.5,51.5,45,2234.735561
"735",360006914,1,186.082813265,0,186.082813265,1824.824417
"736",360601509,1,266.787488935,196.738615035,70.0488739,1197.323316
"737",360759862,2,23.5714283,0,23.5714283,2370.53645
"738",360891096,2,52.5,52.5,0,2193.279068
"739",362256012,2,73.5,73.5,0,2035.1812
"740",362293608,2,111.44928315,104.066927935,7.382355215,1989.364055
"741",362683166,2,33.6871233,15.000000955,18.687122345,1104.262319
"742",362792109,1,82.5,8,74.5,2243.401018
"743",362900092,2,153,88.5,64.5,4166.369894
"744",363089669,2,60,60,0,9688.236652
"745",363515607,1,162.169224725,6.5,155.669224725,1809.890059
"746",363672724,2,89.5,29.5,60,7001.643909
"747",364128181,2,60.422922135,14.922922135,45.5,1868.780661
"748",364433274,1,32.024977207,30,2.024977207,1262.554976
"749",365677752,1,306.662498475,45,261.662498475,2316.929543
"750",365686892,1,45.827529905,0,45.827529905,3249.270164
"751",365911675,1,170.75,101.25,69.5,4071.909484
"752",366104395,1,367,110,257,1825.461252
"753",366526131,2,0,0,0,771.2060157
"754",367002468,1,156.129525195,95,61.129525195,2125.708363
"755",367161155,1,95.72966385,0,95.72966385,2987.154008
"756",368852134,2,45,0,45,1353.624083
"757",368961822,2,53,53,0,767.984884
"758",369206548,2,40,40,0,1487.311738
"759",369447875,2,141,70.5,70.5,3985.438896
"760",369462273,2,64.5,44.5,20,937.4363936
"761",370044666,1,25.5,25.5,0,1341.073148
"762",370240482,1,67,15,52,3822.195351
"763",371623538,2,44.80000305,4,40.80000305,5071.904929
"764",372031850,1,268.17348814,116.25,151.92348814,3186.534
"765",372041657,2,53,31,22,2157.578886
"766",374328215,2,102.500001905,62.500001905,40,5862.749162
"767",375152770,2,87.056212663,0,87.056212663,4590.228949
"768",375326612,2,30.091333149,30.091333149,0,1636.332317
"769",375559531,1,18.77934265,0,18.77934265,3407.773514
"770",376611843,2,55.582107545,55.582107545,0,6416.068389
"771",377256650,2,70.5,70.5,0,1648.298857
"772",377460590,1,0,0,0,2025.656144
"773",379036976,2,2.7999999525,2.7999999525,0,1344.744952
"774",379843484,2,96.661246775,29.5,67.161246775,715.0926054
"775",380443853,1,202,102,100,3605.832189
"776",381947144,2,206.625,0,206.625,2054.051374
"777",382162354,2,156.5,73.5,83,6276.302982
"778",383734618,1,0,0,0,2874.618854
"779",383846469,1,166.09180832,0,166.09180832,5746.549575
"780",383959945,2,102,102,0,1051.512469
"781",384122587,2,194.25,70.5,123.75,1457.892069
"782",384317476,1,75,75,0,1078.67306
"783",384480407,1,207.5,207.5,0,2751.115911
"784",384824509,2,127.5,54,73.5,1783.121857
"785",385316829,2,31.5,0,31.5,1261.041904
"786",387230634,1,99.5,0,99.5,1097.934156
"787",387316819,1,99,18,81,1992.80586
"788",388388483,2,25.5,25.5,0,1386.19883
"789",389507282,2,75,75,0,3276.971682
"790",390055950,2,30,30,0,2894.74438
"791",390064200,2,103,103,0,2671.987199
"792",391176106,2,42.5,42.5,0,2106.893697
"793",392397079,1,175.42452812,145,30.42452812,2742.495229
"794",392712206,1,139.25,139.25,0,4410.437962
"795",393223854,2,87.378004075,87.378004075,0,1780.868006
"796",394183340,2,57,57,0,2397.995867
"797",394707219,2,0,0,0,1763.17397
"798",395021596,2,85.028305055,85.028305055,0,5581.435769
"799",395023978,1,36.45293045,0,36.45293045,2148.075842
"800",395101452,1,517.54553225,314,203.54553225,1027.985795
"801",395706212,1,148.875,125.875,23,1548.840117
"802",395911117,1,288.25,187,101.25,2152.749475
"803",396635213,1,72.416224005,20.416224005,52,1063.688444
"804",396785076,1,75,75,0,837.3046516
"805",397969041,2,103,103,0,1274.207089
"806",398164813,2,8.841007471,8.841007471,0,3213.246348
"807",398186182,1,266.875,266.875,0,922.5047859
"808",398771983,2,87.5,87.5,0,2254.798522
"809",399959110,1,412.8144207,381,31.8144207,1073.360332
"810",400996091,2,0,0,0,1023.902782
"811",403000504,2,119.551872255,0,119.551872255,4952.438169
"812",403119074,2,5.5,0,5.5,1285.879853
"813",403891080,2,45,0,45,1784.82981
"814",404076604,1,146.890501264,59.5,87.390501264,2347.588779
"815",404137716,1,117.5,117.5,0,2591.749369
"816",404265058,1,114.158129214,114.158129214,0,1028.029326
"817",404379413,1,382.7101288,150,232.7101288,1212.112513
"818",405271834,2,68.398698805,68.398698805,0,738.1904373
"819",405836493,1,114.3125,73.75,40.5625,1222.494133
"820",405998779,2,235.5,235.5,0,970.1099612
"821",406129311,2,196,196,0,1001.402388
"822",406138226,1,73.52500155,73.52500155,0,2532.163786
"823",406231749,2,0,0,0,2194.875131
"824",406867498,1,129.650844575,90,39.650844575,5670.921944
"825",406982088,1,331.5,331.5,0,3042.696221
"826",407249892,2,44.03263092,25,19.03263092,895.9738664
"827",407256022,2,40.82417488,0,40.82417488,1379.663451
"828",408092145,2,57.625,0,57.625,568.7897909
"829",408491130,1,50,50,0,2284.155717
"830",409290089,1,102.61227799,102.61227799,0,1887.944608
"831",409435356,2,281.6966362,134.375,147.3216362,1421.500334
"832",409439697,1,231.5,17.5,214,1794.504309
"833",409977319,2,38.1064989565,35,3.1064989565,1935.547195
"834",410268512,2,11.68018532,0,11.68018532,1331.674442
"835",410850631,2,17.5,17.5,0,1859.208401
"836",411104276,2,0,0,0,1935.547195
"837",411943590,2,43,43,0,1256.046479
"838",412253619,1,163.1257372,98.5,64.6257372,1589.985584
"839",412641724,2,36,36,0,1288.79012
"840",413185029,1,24.5,0,24.5,4855.485322
"841",414195389,1,67.1182251,22.042469025,45.075756075,1134.198072
"842",414467984,2,70.0625,23.0625,47,931.5192741
"843",414858391,1,229.082847595,229.082847595,0,1343.433028
"844",415231707,2,139.939122195,139.939122195,0,923.5609929
"845",415655727,1,136.91695404,70,66.91695404,1058.259175
"846",416733073,1,9,9,0,1631.059301
"847",416974785,2,0,0,0,8033.334796
"848",417382245,2,126.66666794,46.66666794,80,3260.763799
"849",418213892,2,0,0,0,2080.052871
"850",418319685,1,53,53,0,801.4273864
"851",418899077,1,40.5,0,40.5,787.1928251
"852",418915332,1,43,43,0,797.949868
"853",419202833,1,32.18333435,0,32.18333435,1208.335297
"854",419531441,1,0,0,0,7419.397882
"855",419906048,1,128.78412628,17,111.78412628,862.6522343
"856",420243096,1,130.715335845,130.715335845,0,1482.326091
"857",420282655,1,13.13153553,13.13153553,0,922.5047859
"858",420562714,2,65.960936545,17.0625,48.898436545,1354.742848
"859",421008105,2,173.35511015,0,173.35511015,2076.370275
"860",421283739,2,37.409309385,37.409309385,0,1206.141764
"861",421477299,1,98,98,0,1811.382763
"862",422570923,1,156.732917785,52.5,104.232917785,836.854867
"863",423700807,2,37.5,37.5,0,3125.73918
"864",424442309,1,142.5,93.75,48.75,1764.503837
"865",425785106,2,0,0,0,727.9724862
"866",425886237,2,212,135,77,1684.166406
"867",426018221,1,48.5,48.5,0,996.4469674
"868",426379033,2,1.5,1.5,0,928.6003379
"869",426930839,2,114,17.5,96.5,1351.557155
"870",427567610,2,34.98964691,34.98964691,0,1305.505632
"871",428936433,1,139.273254395,60,79.273254395,2826.232152
"872",430304517,2,50,50,0,1975.795124
"873",431159919,2,5,0,5,3440.475039
"874",431215077,1,12.072997095,12.072997095,0,3402.916193
"875",431423257,1,443,136.5,306.5,2642.23483
"876",431564658,1,238.5,238.5,0,7515.069703
"877",431712118,1,161.433336255,86.933336255,74.5,7151.513887
"878",432049298,2,27.1320662465,15.0146641715,12.117402075,2646.811266
"879",432163033,1,160.56032467,127.393657685,33.166666985,2907.677529
"880",432382411,2,120,120,0,1613.244667
"881",433104702,2,5.19930649,5.19930649,0,1251.969376
"882",433109622,1,18,8,10,5997.865779
"883",435098266,1,19.594594955,0,19.594594955,1012.795286
"884",435350102,1,193.5,193.5,0,1529.480522
"885",435684463,2,36.56614685,0,36.56614685,1713.985016
"886",435715813,1,276.5,0,276.5,3201.125031
"887",436424693,1,128.659648895,45,83.659648895,1160.450778
"888",436822526,1,201.58749962,98.08749962,103.5,2006.331415
"889",436988806,2,115.8500023,115.8500023,0,1234.79588
"890",437048397,2,107.0833334925,107.0833334925,0,1975.795124
"891",437411911,2,109.582899095,109.582899095,0,766.6761158
"892",437477878,1,192.5,92.5,100,1713.821694
"893",437648738,1,133,133,0,3980.55433
"894",437715558,2,112.37230299,0,112.37230299,1330.232709
"895",439239149,2,0,0,0,849.3981931
"896",440261868,1,55,55,0,2267.08495
"897",441110120,1,162.5,76.5,86,3228.57112
"898",441139879,2,75.5,75.5,0,1682.249558
"899",441711022,2,15.5,15.5,0,1764.175015
"900",442317099,2,0,0,0,2126.081995
"901",443148757,1,121,121,0,1752.921025
"902",443339403,2,188.5,0,188.5,1859.309289
"903",443747268,2,62.6875,26.5,36.1875,1565.704948
"904",443945318,2,129.90546608,18,111.90546608,1944.981976
"905",444563181,1,72,72,0,1250.441404
"906",445556812,2,94.65000155,94.65000155,0,1344.744952
"907",445767383,1,132.5750046,132.5750046,0,4299.750404
"908",446923751,2,0,0,0,2278.560593
"909",447672761,1,119.43572807,76,43.43572807,2462.1012
"910",448155064,2,250.30000305,220.30000305,30,3122.163693
"911",448216470,2,290.3125,290.3125,0,1442.834107
"912",449226067,2,0,0,0,4203.104192
"913",449311692,2,12.360102655,0,12.360102655,1562.761265
"914",449985464,2,93,93,0,2463.996996
"915",450264690,2,121,121,0,1887.036883
"916",450407492,2,44.5,44.5,0,1096.184436
"917",451715802,1,83.5405159,72.0405159,11.5,2062.139666
"918",452647616,2,50,0,50,2082.239946
"919",453172674,2,0,0,0,1803.854414
"920",453254904,1,96,96,0,536.7038852
"921",453349517,2,161.624999985,161.624999985,0,8241.79988
"922",453991946,1,96.0625,96.0625,0,1275.530968
"923",454763545,2,185,99,86,1234.79588
"924",455603262,2,52.46657181,14.5,37.96657181,1801.57356
"925",456746960,2,48.2822752,34.5,13.7822752,1344.530413
"926",456942706,1,54.5,0,54.5,6172.123903
"927",457227186,1,168,168,0,1160.450778
"928",457277864,2,0,0,0,1546.248818
"929",457393616,1,167,17,150,2062.139666
"930",458089295,1,6.175889015,6.175889015,0,3124.407265
"931",458824517,1,130.926130235,130.926130235,0,3261.200412
"932",459172310,1,54.746428489,54.746428489,0,1573.815734
"933",459935120,1,95.337086205,6.435044765,88.90204144,6782.799704
"934",460216227,1,11.5,11.5,0,1412.944493
"935",460388908,1,182.21486378,0,182.21486378,2742.467378
"936",460469838,1,4.952425003,4.952425003,0,2019.308705
"937",460786118,1,13.5,0,13.5,5410.507565
"938",461372891,1,121.136245725,88.659999845,32.47624588,3826.703055
"939",461383678,2,65.625,65.625,0,3320.615852
"940",462155031,2,68.25523759,68.25523759,0,604.3757491
"941",462684181,1,209.5194740245,0,209.5194740245,2793.024387
"942",463429696,1,151.280921935,34.780921935,116.5,2668.930195
"943",463651658,2,35.5,35.5,0,1628.084773
"944",464496176,2,115.5,115.5,0,1413.464486
"945",465074018,1,246.819156645,121.819156645,125,2984.251827
"946",465226059,1,275.15413283,195.15413283,80,3256.87646
"947",465248637,2,71,71,0,1944.62115
"948",465498898,1,316.086956025,316.086956025,0,2332.795177
"949",466562024,1,488.08808136,324.5,163.58808136,2127.752491
"950",467027039,2,0,0,0,1423.231673
"951",467344421,2,52.704999925,23.204999925,29.5,1137.020161
"952",467929765,1,106.382076265,34,72.382076265,3633.572631
"953",468241479,2,45,45,0,1245.967181
"954",468527070,1,101.15000155,0,101.15000155,4355.980979
"955",468631076,1,0,0,0,1655.418148
"956",468863270,1,14.523687361,12.1243515,2.399335861,1636.01915
"957",469616452,1,71.62373543,22.87373543,48.75,1226.597522
"958",469850638,1,254,204,50,4153.340772
"959",470451645,1,36.0745017505,0,36.0745017505,1013.852211
"960",470928646,1,152.641958235,0,152.641958235,6296.255299
"961",472037629,1,0,0,0,898.8868782
"962",472536276,2,93.327529905,0,93.327529905,1944.981976
"963",472597593,2,70.5,5,65.5,1330.665694
"964",473054470,1,207.5,207.5,0,2795.548371
"965",473067818,2,68.76233434,68.76233434,0,1590.412344
"966",473278808,1,137.734804155,63.5,74.234804155,2071.216714
"967",474314272,2,91,41,50,1671.226881
"968",475622581,1,120.83045771,108.35886767,12.47159004,760.4581511
"969",476109890,2,18,18,0,696.316335
"970",476460470,2,0,0,0,1766.821299
"971",476673664,2,160,160,0,479.8101117
"972",476829835,2,98.468748095,98.468748095,0,2095.557384
"973",477323184,1,202.02500155,116.02500155,86,1292.5119
"974",477849313,2,185.767391205,121,64.767391205,511.2666049
"975",478693816,1,103,22.5,80.5,1100.280204
"976",480366977,2,0,0,0,1682.249558
"977",480544609,1,277.5,277.5,0,2276.459614
"978",480578787,1,230,0,230,3081.000444
"979",480718834,2,62.432135582,60,2.432135582,3371.710806
"980",481768028,1,150.458898545,150.458898545,0,1992.987552
"981",481883260,2,94,0,94,10189.42331
"982",481943283,2,60,60,0,1413.464486
"983",482203769,1,126.75,56.25,70.5,1589.634531
"984",482284988,2,36,0,36,1672.852147
"985",482466791,1,177.3500023,159.8500023,17.5,1118.663188
"986",484019680,1,236.43749235,220.93749235,15.5,9176.145758
"987",484469633,2,27.24176407,11,16.24176407,1289.148268
"988",485308098,2,161,70,91,3840.933358
"989",486995477,2,82.03249359,82.03249359,0,1234.79588
"990",487625122,2,70.5,0,70.5,1171.397321
"991",488007142,2,97.5,97.5,0,7567.601726
"992",488563580,2,0.5659552815,0,0.5659552815,2463.996996
"993",488822370,1,50.31867695,50.31867695,0,2276.641685
"994",489026754,1,77.0625,0,77.0625,1882.322802
"995",489131125,2,74.4747906905,0,74.4747906905,5540.920703
"996",489176584,1,202.31078529,61.18078804,141.12999725,657.51892
"997",489386163,2,77.94199944,34.19199944,43.75,1716.079824
"998",490263301,1,220.559618015,11.5,209.059618015,2562.867606
"999",490323680,1,21.4692955,21.4692955,0,3407.773514
"1000",490718696,2,297.666666746,297.666666746,0,1538.918845
"1001",490813046,2,104.5,20,84.5,3482.151839
"1002",490956885,2,68.731681825,11.5,57.231681825,2034.85651
"1003",491047458,1,135,135,0,1532.797667
"1004",491264413,2,90.7304911615,47.7304911615,43,1489.746614
"1005",491775175,2,101.5,93.5,8,2035.1812
"1006",492411667,2,120.5,85,35.5,3866.778036
"1007",494352466,2,213.511769294,77.5,136.011769294,2183.632551
"1008",494402015,1,46.6123170855,13.5938863755,33.01843071,1793.353499
"1009",494421480,1,115.375,65.375,50,3273.736621
"1010",494792157,2,112.5,112.5,0,1701.587191
"1011",494942205,1,142.625,142.625,0,2744.706393
"1012",495451419,2,55.025906565,40,15.025906565,1982.146595
"1013",496282953,2,193.25,17,176.25,600.8873277
"1014",496320724,1,42,42,0,1500.546094
"1015",496489948,2,87.5,87.5,0,1710.142879
"1016",497702126,2,66.438245775,66.438245775,0,743.7488868
"1017",497732544,1,86,86,0,3851.645966
"1018",497861214,1,169.74176407,150.74176407,19,777.6179362
"1019",498177103,1,102,102,0,1170.322828
"1020",498302178,2,149.058753965,101.316257475,47.74249649,942.5016228
"1021",498640863,2,0,0,0,2025.887743
"1022",498676392,2,46.55764389,46.55764389,0,1309.521392
"1023",499347131,1,79.897647855,33.866371155,46.0312767,3077.236684
"1024",500606702,1,186.75,98.75,88,6244.80735
"1025",501010650,1,6.5,6.5,0,1939.57481
"1026",501299026,2,66.8500023,0,66.8500023,1887.036883
"1027",502281140,1,0,0,0,2445.351806
"1028",502289903,1,0,0,0,11395.04549
"1029",502720576,2,77.7906684875,77.7906684875,0,1545.936592
"1030",503415443,1,24.25,24.25,0,2101.751781
"1031",503644909,1,143.5,70,73.5,1251.710459
"1032",503905805,2,50,50,0,2870.772856
"1033",504251169,2,34.969285965,0,34.969285965,818.4476383
"1034",504408724,1,225.280921935,225.280921935,0,1302.244296
"1035",504674488,2,85,29.5,55.5,1710.142879
"1036",505203126,1,116.1279068,0,116.1279068,1073.360332
"1037",505255876,1,43.875,35.875,8,1428.545109
"1038",505443823,1,70.94951153,18,52.94951153,1555.853365
"1039",505447429,1,102,102,0,1768.572118
"1040",505728048,2,51.8500023,51.8500023,0,2496.424315
"1041",505875169,2,0,0,0,4481.793854
"1042",505882983,2,0,0,0,1921.458007
"1043",506116081,2,70.5,70.5,0,2969.413057
"1044",506401657,2,114.363407135,114.363407135,0,1153.388695
"1045",506678878,1,163.75,0,163.75,3120.909934
"1046",506810599,1,189.087423325,97.5,91.587423325,1472.582258
"1047",506815815,1,15.56144047,0,15.56144047,2814.055389
"1048",507925312,1,193.39378214,57.5,135.89378214,1651.69977
"1049",508413741,1,73.5,73.5,0,2146.801334
"1050",508416587,2,19.959770205,19.959770205,0,5530.834271
"1051",508543978,1,17,0,17,1881.077499
"1052",509046558,2,71.44999695,71.44999695,0,1628.084773
