"","id_num","Sex","Meat_g","Meat_inhouse_g","Meat_outhouse_g","Season_Wkdays_calib_weights_2rec"
"1053",509136066,2,92,92,0,1395.13095
"1054",509154811,1,113.52500155,8,105.52500155,3453.793818
"1055",509431930,1,199.87178612,136.12178612,63.75,2281.159423
"1056",510271896,2,77.930844545,52.930844545,25,1415.391178
"1057",511373544,2,56,47,9,4411.246114
"1058",511719239,2,29.25,29.25,0,1738.089888
"1059",512255072,1,166.25,101.25,65,2751.115911
"1060",512556398,1,0,0,0,1673.125945
"1061",512609502,2,122.49999235,122.49999235,0,9927.03249
"1062",513138139,2,15.364652635,0,15.364652635,939.4859615
"1063",513254882,1,47.8362088205,0,47.8362088205,2968.683655
"1064",513794625,2,236.5,236.5,0,886.82201
"1065",513818265,1,42.72774124,42.72774124,0,1810.688082
"1066",513945194,1,231.99565506,133.75,98.24565506,2133.27674
"1067",515321104,2,0,0,0,2190.652146
"1068",515329960,2,0,0,0,1484.680779
"1069",516288842,1,345,220,125,1600.137454
"1070",516441119,2,127.89378214,47,80.89378214,1764.175015
"1071",516810117,2,92.346483235,68.29229546,24.054187775,2975.299025
"1072",517419506,2,0.8125,0.8125,0,2035.1812
"1073",517546521,2,49.5,49.5,0,2111.437026
"1074",518000357,2,101.5,72,29.5,2832.20943
"1075",518768526,2,28.116371155,28.116371155,0,3125.73918
"1076",519983704,2,98.112682345,0,98.112682345,634.0642346
"1077",520190359,1,223.62162018,182.5,41.12162018,1812.758266
"1078",521711701,2,13.5,13.5,0,2720.480736
"1079",521851127,2,18.91499996,18.91499996,0,2080.052871
"1080",521929914,2,40,40,0,1767.956792
"1081",522253877,1,75,75,0,1710.195873
"1082",522283433,2,52,0,52,1330.232709
"1083",522575201,1,92.5,92.5,0,1817.798451
"1084",522786849,2,0,0,0,1102.437924
"1085",522810926,2,82.014038085,0,82.014038085,2414.661203
"1086",524095693,1,232.5,232.5,0,2653.815551
"1087",524141611,1,108.731178285,28.231178285,80.5,1924.473665
"1088",524156359,1,146.99888611,110.45502472,36.54386139,1565.064199
"1089",524624678,2,102,102,0,924.9987645
"1090",525579072,1,131.5,131.5,0,738.2554528
"1091",525941694,1,90.07231905,90.07231905,0,1357.583966
"1092",526435373,2,70.000000955,70.000000955,0,1989.364055
"1093",526466548,1,167.25,142.25,25,1302.244296
"1094",526496136,2,57.5,57.5,0,1034.538755
"1095",526991266,2,0,0,0,1637.672733
"1096",528697466,1,99.60000038,99.60000038,0,2424.269055
"1097",529601966,2,78.5,40,38.5,1256.876497
"1098",529785327,1,172.9375,102,70.9375,5288.083151
"1099",529918257,2,43,0,43,1032.5448
"1100",530315716,2,106.625,65.625,41,1371.137324
"1101",530447622,2,136.0908490435,102,34.0908490435,1487.336524
"1102",531563073,2,87,0,87,2013.217895
"1103",531736238,1,91.86188507,91.86188507,0,1887.944608
"1104",532105885,1,54.16666794,37.5,16.66666794,1984.989291
"1105",532156659,1,158.5,158.5,0,2635.153401
"1106",533734471,1,83.73815155,66.57349777,17.16465378,2515.106589
"1107",534003717,2,57.5,57.5,0,980.6944271
"1108",534464172,2,0,0,0,2135.689882
"1109",534532080,2,207.32467558,142.992176075,64.332499505,5579.359528
"1110",534726599,2,63.198488235,0,63.198488235,1574.528594
"1111",535538562,2,70.5,70.5,0,1234.79588
"1112",535695058,2,0,0,0,1117.025781
"1113",535773087,2,3.25,0,3.25,2341.256353
"1114",536004637,2,52.5,52.5,0,2273.73736
"1115",536073348,2,195.5,195.5,0,1401.814666
"1116",536483026,2,9.55499935,9.55499935,0,2019.753535
"1117",536898365,1,232,232,0,2282.008308
"1118",537093549,1,290.826148985,5.576148985,285.25,1176.872538
"1119",537373158,2,0,0,0,1291.248685
"1120",537608382,1,353.091379165,338,15.091379165,6995.848938
"1121",537743219,1,113.5,11.5,102,2619.741859
"1122",537831331,2,70.5,70.5,0,2461.408944
"1123",538024542,2,0,0,0,3841.613187
"1124",539315663,2,15.77221107,0,15.77221107,939.4859615
"1125",539488474,1,172.337888243,41.25,131.087888243,2259.535911
"1126",539755802,2,63,63,0,1318.594491
"1127",540685829,1,127.30521201,0,127.30521201,2641.87203
"1128",541018998,2,75.1814151985,50,25.1814151985,802.0629226
"1129",541044753,2,30,0,30,766.0841523
"1130",541087925,1,110.20440197,14.20440197,96,1483.325689
"1131",541517047,2,0,0,0,1780.868006
"1132",541973874,1,36.928808215,0,36.928808215,2968.683655
"1133",543198817,2,95.4114584925,95.4114584925,0,614.4498267
"1134",543522122,2,4.601769924,4.601769924,0,2282.932382
"1135",543771117,1,0,0,0,6117.539573
"1136",545058088,2,0,0,0,4750.429326
"1137",545272523,2,154.18553925,75,79.18553925,1093.703716
"1138",545553937,1,230.25,216,14.25,1568.757017
"1139",546174522,1,206.315717695,50,156.315717695,3594.011531
"1140",547268983,2,158,158,0,1669.67717
"1141",547425478,1,232.5,232.5,0,1902.893357
"1142",547921241,2,58.6890970625,1.2928568125,57.39624025,3440.475039
"1143",548569061,2,41.611707685,0,41.611707685,1436.008907
"1144",549499959,2,26,0,26,1433.641197
"1145",550441954,1,227.965000155,227.965000155,0,1666.929564
"1146",550476407,1,61.4997754075,61.4997754075,0,663.4149386
"1147",550812086,2,81,30,51,3475.09886
"1148",550875610,1,194.75,48.75,146,5845.73703
"1149",551244332,2,43,0,43,1032.272191
"1150",551640613,1,171.5,92.5,79,1184.683225
"1151",551778402,2,20.5138874055,20.5138874055,0,695.5767801
"1152",551941204,2,102.42535019,0,102.42535019,1158.701456
"1153",552521055,1,104.578566551,69.578566551,35,1811.907111
"1154",552647723,2,45,0,45,1479.631683
"1155",552708397,1,34,34,0,678.6981031
"1156",553061971,2,34.66001463,29.25,5.41001463,1487.336524
"1157",553337842,2,0,0,0,932.770614
"1158",553383291,1,37.5,37.5,0,2768.006948
"1159",553457837,2,37.968415737,12.968415737,25,2969.413057
"1160",554237036,2,102.064522745,42.939522745,59.125,5534.312416
"1161",555061487,2,11.5,11.5,0,1073.091754
"1162",555159990,2,183.25,183.25,0,816.1103094
"1163",555647869,2,100.25,100.25,0,3474.414713
"1164",556221708,2,101.5,70,31.5,1158.455978
"1165",556503126,1,167.961252215,50,117.961252215,2765.558556
"1166",557281860,1,158.18893242,50,108.18893242,958.4721634
"1167",557749281,2,76.5,0,76.5,9077.269043
"1168",559221696,2,7.194245815,7.194245815,0,1421.848927
"1169",559521022,1,73.5,73.5,0,1154.461263
"1170",560478863,2,46.66666794,0,46.66666794,593.792481
"1171",560515822,1,0,0,0,1583.891655
"1172",564145884,2,0,0,0,2431.419971
"1173",564747491,2,34.60515785,34.60515785,0,2929.320729
"1174",564971432,1,105,105,0,2039.011698
"1175",565329406,2,69.5,69.5,0,3135.564541
"1176",566233121,1,69.420783995,52.5,16.920783995,3431.080862
"1177",567083733,1,155,155,0,3710.168437
"1178",567545576,1,50,50,0,2791.218535
"1179",567677733,1,139,8,131,2532.163786
"1180",568760047,1,44.55007267,10.72530842,33.82476425,1713.267328
"1181",568969623,1,55,21,34,3213.278448
"1182",569237024,1,236.64999962,207.89999962,28.75,2258.912326
"1183",569513473,2,25,0,25,1657.491206
"1184",570446222,1,253.96687267,44.951417445,209.015455225,1541.393237
"1185",570601221,2,50.5,50.5,0,2139.148152
"1186",570625317,1,224.73059845,8.73059845,216,1071.84076
"1187",570922788,2,66,66,0,2050.178636
"1188",571019916,2,40,0,40,1024.38727
"1189",571784343,1,105.5,50,55.5,2814.055389
"1190",572094090,1,242.5,25,217.5,6606.475145
"1191",572141712,2,0,0,0,1213.213954
"1192",572237462,2,66,66,0,1020.001744
"1193",572479581,1,339.3125,187.3125,152,1513.133744
"1194",572869487,1,119.0947454585,65.9828012585,53.1119442,1189.52386
"1195",573457614,2,191.240680695,191.240680695,0,1201.021213
"1196",573727963,2,68.48333168,68.48333168,0,3841.146772
"1197",574646033,2,33.037789345,20,13.037789345,3455.064886
"1198",575632542,2,138.5,138.5,0,1113.685156
"1199",575911942,2,80,0,80,668.3440045
"1200",575932661,2,0,0,0,906.7228455
"1201",576360719,2,55,55,0,922.061791
"1202",576362496,2,0,0,0,1349.613839
"1203",577369931,1,52.52715349,52.52715349,0,757.1087962
"1204",577405881,1,191.083335875,17,174.083335875,3205.39927
"1205",577980712,1,108.888889315,95,13.888889315,1307.047856
"1206",578137998,2,86.2135458005,86.2135458005,0,862.9185372
"1207",578845517,2,169.11523247,30.11523247,139,1121.83581
"1208",578982913,2,0,0,0,4487.034179
"1209",580125156,2,81.5,81.5,0,581.2002513
"1210",580704015,2,119.381035805,119.381035805,0,1868.780661
"1211",581947633,1,77.5,29.5,48,2400.881284
"1212",581986355,1,103.5625,29.5,74.0625,3318.317306
"1213",582358044,1,58.53718283,3.11584568,55.42133715,2945.028623
"1214",583924350,2,117.232917785,25.232917785,92,3131.324463
"1215",584668908,2,301.875,301.875,0,780.4699417
"1216",584750626,2,197.0892496105,58.119831085,138.9694185255,1902.521923
"1217",585239445,1,108,108,0,1817.798451
"1218",585288685,1,65.69000244,52.19000244,13.5,2146.953623
"1219",585720059,1,331.99999235,314.99999235,17,2146.204916
"1220",586177230,2,9,9,0,731.6282555
"1221",586908797,2,0,0,0,1228.471014
"1222",586961970,2,147.0683174,76.5,70.5683174,1527.985709
"1223",587203440,1,130.9692955,61.4692955,69.5,1250.441404
"1224",587584650,2,7.5,0,7.5,1547.561095
"1225",587843541,2,71.25,71.25,0,914.7661178
"1226",588462226,1,76.277499676,64,12.277499676,1919.353733
"1227",589008163,2,51.421762465,51.421762465,0,692.3967835
"1228",590248867,1,145.80771065,0,145.80771065,7754.448271
"1229",590425070,2,0,0,0,827.3352499
"1230",591373956,2,0,0,0,508.9529765
"1231",591787725,1,77.274997224,70.449997414,6.82499981,967.7149454
"1232",591828450,2,49.89147377,23,26.89147377,2756.465345
"1233",591955178,1,69.21047783,69.21047783,0,1680.601549
"1234",592687751,2,78,52,26,691.1123753
"1235",593111760,1,93.25,93.25,0,4735.427347
"1236",593322487,2,87,87,0,3997.308747
"1237",593647929,2,0,0,0,630.7456946
"1238",595179326,1,50,50,0,3496.375589
"1239",595400709,2,101.5,0,101.5,5111.166216
"1240",595762761,2,62,0,62,2163.427209
"1241",595784948,2,0,0,0,1515.555281
"1242",596224494,2,90,90,0,1731.21829
"1243",596268812,2,3.983814478,0,3.983814478,1520.763995
"1244",596319248,2,102.75457001,72.143405915,30.611164095,2219.229566
"1245",596411432,2,86.5,86.5,0,755.0661078
"1246",597266233,1,121.324501995,114.79891205,6.525589945,1892.224747
"1247",597663327,2,31.5,25,6.5,2414.32965
"1248",597996988,1,0,0,0,10944.41534
"1249",598342217,2,136.5,136.5,0,4530.653395
"1250",598995917,1,215.22531891,215.22531891,0,2744.889997
"1251",599898939,1,60,60,0,1258.707896
"1252",600789832,1,188.83075999,0,188.83075999,1204.021872
"1253",601308872,2,76.5,76.5,0,2034.85651
"1254",601997333,1,72.35322857,72.35322857,0,1845.489455
"1255",602159737,1,0,0,0,7603.220969
"1256",602940957,2,15,15,0,1250.238266
"1257",603404306,2,113.5,113.5,0,2360.159034
"1258",604678985,2,228.349998475,60,168.349998475,4437.951466
"1259",604987479,1,78.5,78.5,0,4234.810924
"1260",605814141,2,29.32383442,14,15.32383442,1671.226881
"1261",606712581,2,0,0,0,711.4877993
"1262",607257820,2,115.5,0,115.5,1940.672274
"1263",607357762,2,63.386363985,30,33.386363985,3135.564541
"1264",607432150,1,26.25,26.25,0,3857.350336
"1265",607620710,2,0,0,0,802.5940269
"1266",609482443,2,0,0,0,1300.97157
"1267",609593400,1,256.74565506,0,256.74565506,1052.14518
"1268",609954336,1,22.217523575,22.217523575,0,1526.751227
"1269",610231517,1,78.407691955,78.407691955,0,1899.743048
"1270",611080798,2,128.16444588,73.5,54.66444588,1427.543982
"1271",612876803,2,101.442573545,101.442573545,0,1731.21829
"1272",612976254,2,68.25,0,68.25,4750.077403
"1273",613001518,2,48.375,5.375,43,1804.506161
"1274",613018429,1,35.02391052,35.02391052,0,2668.624356
"1275",613715005,1,125.32096672,87.5,37.82096672,2163.119822
"1276",614197925,1,341.51375675,341.51375675,0,2305.499691
"1277",614565471,2,65,0,65,1289.148268
"1278",614711391,2,0,0,0,2811.781867
"1279",615054977,2,108,108,0,711.4877993
"1280",615209519,1,0,0,0,1192.349075
"1281",616261879,1,321.5,0,321.5,905.6553447
"1282",617363975,2,113.0850210065,63.0850210065,50,1668.496984
"1283",617949917,1,126.990177155,117.5,9.490177155,1494.494881
"1284",618328674,2,70.5,70.5,0,993.1904553
"1285",619077381,1,368.148147585,255,113.148147585,3819.964641
"1286",620036773,2,69.09699821,69.09699821,0,1086.192639
"1287",620682612,1,121,91,30,1403.150485
"1288",620868618,2,99,9.5,89.5,4585.394423
"1289",621165587,2,0,0,0,1424.107636
"1290",621307829,1,75.349999905,75.349999905,0,1044.231182
"1291",621312888,2,136.5,136.5,0,1094.198792
"1292",621410321,1,87.15126419,87.15126419,0,3389.159979
"1293",621913349,2,86.21515381,86.21515381,0,1821.670598
"1294",622097210,2,20.17484665,20.17484665,0,1975.795124
"1295",622251322,1,286.0915112645,286.0915112645,0,567.616296
"1296",622396659,1,115.871746065,97.871746065,18,2530.846559
"1297",623045142,2,57,57,0,1789.047794
"1298",624461028,2,0,0,0,3151.454612
"1299",624645636,2,112.5,0,112.5,1821.167044
"1300",625389328,1,160.25,125,35.25,1764.503837
"1301",626303343,2,27.25,27.25,0,1288.79012
"1302",626898245,2,52,43,9,1920.729538
"1303",627167460,2,77.59599972,5.09599972,72.5,1524.375932
"1304",627255757,2,0,0,0,1265.144255
"1305",627448296,2,37.208141325,12.5,24.708141325,1628.084773
"1306",628422572,2,78.75,0,78.75,1554.023455
"1307",628574719,2,205.5,125.5,80,1928.392047
"1308",628620493,1,201.137808805,0,201.137808805,2199.997542
"1309",628660215,2,76.3500023,76.3500023,0,1259.636225
"1310",628924838,1,165.625,95.625,70,1469.633233
"1311",629010650,2,95.010728835,95.010728835,0,2961.780429
"1312",630004300,1,121.5683174,121.5683174,0,2133.27674
"1313",630108213,2,87.5,87.5,0,606.180079
"1314",630763633,2,50.196530101,50.196530101,0,1405.636051
"1315",630903611,2,281.9375,212.4375,69.5,2929.320729
"1316",631343522,2,0,0,0,1767.956792
"1317",631510989,2,30.5,4,26.5,1129.976045
"1318",631627644,1,290.8500023,290.8500023,0,2553.484075
"1319",632504661,1,51.8500023,51.8500023,0,1583.891655
"1320",632558801,1,209.694919095,144,65.694919095,804.2348687
"1321",632582834,2,0,0,0,829.9320776
"1322",632823361,2,0,0,0,1374.393886
"1323",633179425,2,75,75,0,1413.312206
"1324",633654184,2,207,136.5,70.5,2020.384308
"1325",634081289,2,59.54386139,23,36.54386139,1142.74186
"1326",635079533,1,0,0,0,2130.171838
"1327",635477252,2,131.8271942145,131.8271942145,0,1259.636225
"1328",636338888,1,285.3349991,158,127.3349991,1406.661825
"1329",636929524,1,176.75666809,0,176.75666809,1924.363177
"1330",636955431,1,8,8,0,1251.710459
"1331",637357286,2,105.08891201,43.62664795,61.46226406,2211.669506
"1332",637488293,2,353.649791225,103.649791225,250,1562.274656
"1333",638195178,2,0,0,0,1425.619161
"1334",638661322,2,76,76,0,1319.381867
"1335",638915561,2,18,18,0,2413.426895
"1336",638982103,2,62.375,9.5,52.875,3251.588294
"1337",639394276,1,343.5,275,68.5,2160.17238
"1338",639605097,1,66.179576875,48.75,17.429576875,3431.080862
"1339",639827450,2,73.97500038,53.5,20.47500038,1160.312828
"1340",640262692,2,132.3500023,132.3500023,0,1753.402411
"1341",640628414,1,40.530088425,24.375,16.155088425,1347.655938
"1342",641188280,1,225,225,0,1798.766402
"1343",641764602,2,30.611164095,30.611164095,0,2040.299415
"1344",644904824,2,0,0,0,1132.514735
"1345",645665595,2,24,9,15,1655.247144
"1346",645748587,1,80.863728225,80.863728225,0,1378.352667
"1347",646609136,1,214.85213089,15.5,199.35213089,2230.183424
"1348",646617369,1,409.6455419045,309,100.6455419045,3596.310209
"1349",646730118,1,166,166,0,1207.21482
"1350",646877525,2,116.873508455,79,37.873508455,1040.368974
"1351",647132262,1,0,0,0,5776.62127
"1352",647823651,1,257.5,257.5,0,1624.458798
"1353",648833821,2,50.254669185,0,50.254669185,1395.478615
"1354",649622963,2,5.75,5.75,0,1759.440489
"1355",649663508,1,75.835378406,48.710378406,27.125,2557.148359
"1356",649733890,2,57.5,57.5,0,2529.391256
"1357",649741332,2,100.573402405,77.10000038,23.473402025,1564.05103
"1358",649821331,1,124.2278332705,124.2278332705,0,4704.565245
"1359",649932464,2,86,86,0,738.1904373
"1360",650475822,2,40,40,0,1162.460239
"1361",650860577,2,7.5,7.5,0,4948.619688
"1362",651207875,2,130.5,15,115.5,6125.22394
"1363",651702324,1,122.6875,67.1875,55.5,1555.853365
"1364",652843685,1,136.5,43,93.5,1335.664636
"1365",653058570,1,31.06212425,0,31.06212425,3095.180695
"1366",653636848,1,175.860349655,69.5,106.360349655,639.4171623
"1367",653872074,2,77,41.5,35.5,841.313255
"1368",654896895,1,58.378788,58.378788,0,2644.57042
"1369",655779090,2,157.25,91.625,65.625,21405.4752
"1370",655946191,2,62.25,62.25,0,1318.956768
"1371",656764850,2,18,18,0,2438.77782
"1372",657044228,2,144.3258578775,63.7350537775,80.5908041,1015.926754
"1373",658203611,1,182.014038085,0,182.014038085,2044.852817
"1374",658591682,2,101.7740034915,0,101.7740034915,1574.528594
"1375",658612437,1,24.375,24.375,0,1586.94497
"1376",659071491,2,104.995674434,22.5,82.495674434,1129.976045
"1377",659196409,2,0,0,0,1181.188857
"1378",659271153,2,108,37.5,70.5,2036.702115
"1379",659351470,2,109.1499977,109.1499977,0,1162.549416
"1380",660756312,2,68.10249996,68.10249996,0,2624.687641
"1381",660766731,2,108.75,9,99.75,1609.225511
"1382",660907612,1,89.05189562,0,89.05189562,1412.079247
"1383",660950583,2,78.22966385,0,78.22966385,3482.151839
"1384",661969968,1,19.5,19.5,0,3494.987842
"1385",662775555,2,41.25,41.25,0,2160.874091
"1386",663496202,1,63.546224595,0,63.546224595,3720.274768
"1387",663593567,1,100.67427825,51.67427825,49,1879.043697
"1388",663854247,1,450.103657493,136.5,313.603657493,3053.917394
"1389",664877448,2,113,113,0,1050.864155
"1390",665275033,1,194.967800155,17.234428405,177.73337175,2589.116604
"1391",665279005,2,9,9,0,1962.918315
"1392",665684139,2,56.25,56.25,0,1633.505359
"1393",665928927,1,51.46047783,51.46047783,0,568.3784868
"1394",666834211,1,112.5,112.5,0,2076.136021
"1395",667053360,1,0,0,0,4312.017979
"1396",667155657,1,112.14760589,63.5,48.64760589,2186.492929
"1397",667758061,2,13.354011535,0,13.354011535,2394.033038
"1398",667892019,1,326.84999845,139,187.84999845,3718.162473
"1399",667909220,1,18,18,0,2044.906899
"1400",669019707,1,100.62215233,69.309021,31.31313133,621.1056806
"1401",669589764,1,223.5,0,223.5,1249.477787
"1402",669744462,2,9,9,0,2459.984462
"1403",669890571,2,0,0,0,930.9166783
"1404",670580859,2,136.125,136.125,0,1834.444997
"1405",671805660,1,80.387755395,6.887755395,73.5,1316.745467
"1406",672236108,2,172.5,74.5,98,4895.149052
"1407",672527796,1,50,50,0,1553.708698
"1408",673196320,1,115.232917785,115.232917785,0,1110.302795
"1409",673267324,2,0,0,0,1001.402388
"1410",673615901,2,47.0200886725,45,2.0200886725,1864.084333
"1411",673619996,2,0,0,0,593.792481
"1412",673737496,2,121,121,0,2469.583096
"1413",674362231,2,0,0,0,1490.577434
"1414",674383793,2,47.700000765,47.700000765,0,1988.927446
"1415",676750367,1,0,0,0,1831.486167
"1416",676914487,2,0,0,0,1305.505632
"1417",676967242,2,84.20853424,84.20853424,0,1129.976045
"1418",677006820,2,21.4692955,21.4692955,0,3103.040908
"1419",677508056,1,171.038895605,34.538895605,136.5,2416.392499
"1420",678685767,1,93.92846107,78.15625,15.77221107,3569.223073
"1421",678828002,2,0,0,0,1153.388695
"1422",679972239,1,24,11.5,12.5,3023.009874
"1423",680637411,1,0,0,0,1795.765815
"1424",681075182,1,139.59999943,139.59999943,0,1475.352863
"1425",681103871,2,17,17,0,1026.944254
"1426",681716602,2,83.085917236,80.41925049,2.666666746,1003.453902
"1427",681859891,1,0,0,0,5865.579533
"1428",682027467,1,137.963123305,44.127155305,93.835968,1764.503837
"1429",682877349,2,43.63410473,28.47669983,15.1574049,2015.399862
"1430",684304213,2,73.77641201,73.77641201,0,1921.081773
"1431",685166573,2,60,0,60,1199.352248
"1432",685367248,1,202.5,202.5,0,3278.274585
"1433",685368499,2,55.875,18,37.875,719.020581
"1434",685519675,2,0,0,0,2195.42701
"1435",686307753,1,108.0711405275,2.0711405275,106,2699.815359
"1436",687435301,2,32.419449805,16,16.419449805,2034.85651
"1437",687493177,1,153.208870652,130.552620652,22.65625,2467.305633
"1438",687725764,2,191.25,191.25,0,2033.380903
"1439",687856736,1,249.016222477,249.016222477,0,861.8752907
"1440",687870504,2,69.375,69.375,0,1289.148268
"1441",688072219,1,174,82.5,91.5,696.3236509
"1442",688365450,2,50,50,0,1255.272763
"1443",688914594,1,153.407496455,61,92.407496455,4890.588507
"1444",689702591,2,62.5,62.5,0,1274.954328
"1445",690084319,2,6,0,6,1303.782445
"1446",691085528,1,35,35,0,2481.427467
"1447",691169854,2,69.531425475,69.531425475,0,1405.636051
"1448",691381949,1,0,0,0,2729.898505
"1449",691526694,1,59.0625,59.0625,0,2259.490457
"1450",691841657,2,102,25,77,796.0686599
"1451",691991405,2,35.52000046,35.52000046,0,1384.74284
"1452",692447795,2,87.17583084,74.655636785,12.520194055,1719.340227
"1453",692642476,2,101.7885336875,101.7885336875,0,863.3374995
"1454",693475031,1,321.3641205,221.3641205,100,2071.216714
"1455",695218714,1,190.5,190.5,0,1935.966255
"1456",695390553,2,121.816668535,63.90000155,57.916666985,2058.41195
"1457",696079180,2,66.5,7.5,59,3689.05126
"1458",697846481,2,162.625,162.625,0,1685.91151
"1459",698035873,1,95.977235795,95.977235795,0,2913.478255
"1460",699354042,1,140.1499998575,130.6499998575,9.5,3273.736621
"1461",699515565,2,59.5,59.5,0,1349.818755
"1462",699743109,2,95,95,0,653.8108891
"1463",700612414,1,113.72499845,34.125,79.59999845,2697.616584
"1464",700737730,1,247.3641205,24.5,222.8641205,2134.483202
"1465",701286951,1,45,0,45,1737.005172
"1466",701877749,1,35.63119364,9,26.63119364,1553.708698
"1467",702499562,1,97,97,0,3305.096376
"1468",703245375,2,6.25,6.25,0,937.5557377
"1469",704334872,1,139.5625,139.5625,0,2308.595499
"1470",706272911,1,54.34925508,45.34925508,9,731.3331598
"1471",707361308,1,258.59325218,157,101.59325218,1036.555408
"1472",707693230,2,70.5,70.5,0,1084.897055
"1473",708613228,1,117,70.5,46.5,1733.565436
"1474",708690024,1,95.7383692235,95.7383692235,0,1146.907885
"1475",709103284,2,98.4375,98.4375,0,3094.418319
"1476",709385880,2,48.81687164,48.81687164,0,1451.695199
"1477",710730847,2,199.5,89.5,110,2263.140743
"1478",711035408,1,174.25,174.25,0,1919.943498
"1479",711549238,1,121.642074585,102,19.642074585,1406.282667
"1480",711808826,1,58.474998475,58.474998475,0,807.7623819
"1481",712046583,1,0,0,0,1201.327263
"1482",712363688,1,132.111164095,132.111164095,0,820.0536613
"1483",713022201,2,29.46985245,29.46985245,0,1072.960908
"1484",713940058,2,123.644581795,0,123.644581795,751.8075825
"1485",714417816,2,122.9119083885,122.9119083885,0,2387.869749
"1486",715537227,1,238,238,0,1481.198561
"1487",716823292,2,0,0,0,2939.645395
"1488",717265883,2,13.622950554,13.622950554,0,1484.545427
"1489",718758952,1,0,0,0,3205.39927
"1490",718781316,1,323.26602697,300.95833349,22.30769348,2713.107926
"1491",719505211,1,24.5,24.5,0,3197.298202
"1492",719747131,2,35.5,35.5,0,1095.186479
"1493",721226588,1,131.333335875,101.333335875,30,2467.539616
"1494",721308378,2,201.087327955,0,201.087327955,2674.012773
"1495",722477767,2,66.95985794,45,21.95985794,2179.717451
"1496",723523099,1,152.5,97,55.5,1357.181524
"1497",723605093,2,0,0,0,2804.071829
"1498",724062287,1,258.939569475,67.5,191.439569475,823.3442677
"1499",725171449,2,0,0,0,656.0955321
"1500",725274880,2,160.6340880425,143.0990176225,17.53507042,2387.869749
"1501",725754391,1,143.5,25,118.5,3402.173107
"1502",726772690,2,166,166,0,1032.272191
"1503",726979993,2,111.762438775,111.762438775,0,5424.769422
"1504",727530737,1,105.19837284,105.19837284,0,1132.040523
"1505",727669512,2,35,35,0,6396.855699
"1506",727925533,1,61.47124672,14.97124672,46.5,2627.976681
"1507",728375967,1,250,75,175,2455.430574
"1508",728404366,1,100.8025589,30.3025589,70.5,691.1196366
"1509",729344165,1,80,80,0,649.755408
"1510",731799776,2,116.6574049,116.6574049,0,767.984884
"1511",731933503,1,102.93782711,8.5191164,94.41871071,2176.854869
"1512",732620965,2,4,4,0,6021.991527
"1513",733448761,1,194.5,27,167.5,1063.688444
"1514",733962254,2,0,0,0,942.5016228
"1515",734079918,1,19.5,19.5,0,3548.272254
"1516",734484048,2,183.5,183.5,0,2733.770575
"1517",735187226,2,14,14,0,1019.423103
"1518",735215560,2,0,0,0,1898.406211
"1519",735468807,1,165.5128212,145,20.5128212,1026.612239
"1520",736284745,2,69.5,69.5,0,1096.184436
"1521",736376346,1,269.75,269.75,0,1655.418148
"1522",736464457,2,252.375,191.5,60.875,1996.152515
"1523",737520362,2,8,8,0,1223.735019
"1524",737683453,2,47.600346565,27.600346565,20,1269.602409
"1525",738556068,1,139.75,91,48.75,1347.655938
"1526",738638663,2,141.7414541245,141.7414541245,0,1014.67328
"1527",738802212,1,168.85959625,168.85959625,0,2101.751781
"1528",738902312,2,112.59999845,51.5,61.09999845,1353.747227
"1529",739200229,1,203.28578186,0,203.28578186,2232.847504
"1530",739205673,1,263.3250046,213.3250046,50,2101.751781
"1531",739805238,2,58.7631156445,6.2631156445,52.5,1014.67328
"1532",740510148,2,0,0,0,1968.339071
"1533",740859893,2,101.541095735,75,26.541095735,1479.631683
"1534",741051181,1,301.49999235,287.99999235,13.5,890.4629814
"1535",741234941,2,11.90141392,11.90141392,0,1274.207089
"1536",741350305,2,101.8058819745,75,26.8058819745,1234.79588
"1537",742311217,2,147,75,72,777.013067
"1538",742508214,2,55.5,55.5,0,1326.278827
"1539",744000775,2,56.781419755,0,56.781419755,1128.789178
"1540",744499948,2,184.10000038,184.10000038,0,1351.557155
"1541",745371351,2,118,0,118,2390.311873
"1542",745404511,2,138,138,0,1701.587191
"1543",745618731,2,13.5,0,13.5,1590.412344
"1544",745907691,1,167.23483658,33.75,133.48483658,1812.758266
"1545",747339244,2,0,0,0,2407.46193
"1546",747448875,1,0,0,0,1378.352667
"1547",748272346,1,90.3069,90.3069,0,5467.754047
"1548",748442256,2,105.48964691,105.48964691,0,4165.416149
"1549",748637164,2,71.0348835,44,27.0348835,1796.679486
"1550",748968560,1,263.15000155,162,101.15000155,2231.240325
"1551",749060736,2,122,92,30,2035.1812
"1552",749091796,1,338.840065,318,20.840065,1036.555408
"1553",749736521,2,62.5,22.5,40,2628.773675
"1554",750028706,1,197.8969099545,0,197.8969099545,1672.983375
"1555",750802322,2,51.951217655,0,51.951217655,871.0147782
"1556",751775781,2,82,70.5,11.5,2183.632551
"1557",753941411,2,48.75,48.75,0,4985.512594
"1558",754573779,2,46,46,0,1330.665694
"1559",755388279,1,49.214556695,0,49.214556695,1817.361213
"1560",756136968,2,100,0,100,2525.158164
"1561",756402039,1,165.5,165.5,0,911.8912651
"1562",757461664,2,60,60,0,1423.231673
"1563",759027898,2,44,0,44,2969.413057
"1564",759218848,2,0,0,0,1199.352248
"1565",759517373,2,131.5,131.5,0,1087.057646
