Domain Code;Domain;Area Code;Area;Element Code;Element;Item Code;Item;Year Code;Year;Unit;Value;Flag;Flag Description
QL;Livestock Primary;211;Switzerland;5510;Production;1097;Meat, horse;1984;1984;tonnes;1529;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1097;Meat, horse;1985;1985;tonnes;1500;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1097;Meat, horse;1986;1986;tonnes;1403;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1097;Meat, horse;1987;1987;tonnes;1226;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1097;Meat, horse;1988;1988;tonnes;1294;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1097;Meat, horse;1989;1989;tonnes;1217;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1097;Meat, horse;1990;1990;tonnes;1214;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1097;Meat, horse;1991;1991;tonnes;1291;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1097;Meat, horse;1992;1992;tonnes;1181;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1097;Meat, horse;1993;1993;tonnes;1335;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1097;Meat, horse;1994;1994;tonnes;1520;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1097;Meat, horse;1995;1995;tonnes;1560;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1097;Meat, horse;1996;1996;tonnes;1707;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1097;Meat, horse;1997;1997;tonnes;1510;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1097;Meat, horse;1998;1998;tonnes;1319;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1097;Meat, horse;1999;1999;tonnes;1198;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1097;Meat, horse;2000;2000;tonnes;1268;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1097;Meat, horse;2001;2001;tonnes;1139;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1097;Meat, horse;2002;2002;tonnes;1092;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1097;Meat, horse;2003;2003;tonnes;1031;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1097;Meat, horse;2004;2004;tonnes;1057;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1097;Meat, horse;2005;2005;tonnes;967;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1097;Meat, horse;2006;2006;tonnes;911;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1097;Meat, horse;2007;2007;tonnes;798;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1097;Meat, horse;2008;2008;tonnes;729;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1097;Meat, horse;2009;2009;tonnes;802;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1097;Meat, horse;2010;2010;tonnes;748;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1097;Meat, horse;2011;2011;tonnes;775;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1097;Meat, horse;2012;2012;tonnes;852;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1097;Meat, horse;2013;2013;tonnes;747;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1097;Meat, horse;2014;2014;tonnes;691;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1097;Meat, horse;2015;2015;tonnes;650;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1097;Meat, horse;2016;2016;tonnes;617;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1961;1961;tonnes;136459;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1962;1962;tonnes;130282;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1963;1963;tonnes;136534;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1964;1964;tonnes;147287;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1965;1965;tonnes;161317;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1966;1966;tonnes;158251;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1967;1967;tonnes;167509;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1968;1968;tonnes;188610;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1969;1969;tonnes;197000;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1970;1970;tonnes;196220;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1971;1971;tonnes;208894;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1972;1972;tonnes;223716;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1973;1973;tonnes;236595;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1974;1974;tonnes;237713;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1975;1975;tonnes;235403;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1976;1976;tonnes;246489;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1977;1977;tonnes;262163;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1978;1978;tonnes;258427;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1979;1979;tonnes;263466;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1980;1980;tonnes;278807;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1981;1981;tonnes;275364;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1982;1982;tonnes;289480;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1983;1983;tonnes;290900;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1984;1984;tonnes;276340;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1985;1985;tonnes;284600;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1986;1986;tonnes;285720;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1987;1987;tonnes;277620;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1988;1988;tonnes;278670;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1989;1989;tonnes;280262;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1990;1990;tonnes;269598;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1991;1991;tonnes;265473;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1992;1992;tonnes;264120;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1993;1993;tonnes;260555;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1994;1994;tonnes;246212;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1995;1995;tonnes;250806;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1996;1996;tonnes;220002;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1997;1997;tonnes;214487;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1998;1998;tonnes;231609;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;1999;1999;tonnes;226448;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;2000;2000;tonnes;225067;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;2001;2001;tonnes;234476;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;2002;2002;tonnes;235810;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;2003;2003;tonnes;229719;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;2004;2004;tonnes;227252;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;2005;2005;tonnes;236452;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;2006;2006;tonnes;243633;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;2007;2007;tonnes;242064;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;2008;2008;tonnes;231065;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;2009;2009;tonnes;237912;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;2010;2010;tonnes;249541;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;2011;2011;tonnes;249067;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;2012;2012;tonnes;242780;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;2013;2013;tonnes;235554;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;2014;2014;tonnes;242094;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;2015;2015;tonnes;241394;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1035;Meat, pig;2016;2016;tonnes;238682;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1961;1961;tonnes;1370;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1962;1962;tonnes;1370;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1963;1963;tonnes;1370;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1964;1964;tonnes;1370;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1965;1965;tonnes;1470;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1966;1966;tonnes;2300;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1967;1967;tonnes;2400;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1968;1968;tonnes;2400;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1969;1969;tonnes;2400;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1970;1970;tonnes;2400;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1971;1971;tonnes;2400;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1972;1972;tonnes;2500;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1973;1973;tonnes;2600;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1974;1974;tonnes;2400;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1975;1975;tonnes;2500;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1976;1976;tonnes;2500;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1977;1977;tonnes;2500;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1978;1978;tonnes;2300;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1979;1979;tonnes;2200;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1980;1980;tonnes;2100;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1981;1981;tonnes;2200;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1982;1982;tonnes;2200;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1983;1983;tonnes;2200;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1984;1984;tonnes;2200;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1985;1985;tonnes;2200;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1986;1986;tonnes;2100;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1987;1987;tonnes;2100;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1988;1988;tonnes;1722;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1989;1989;tonnes;1690;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1990;1990;tonnes;1690;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1991;1991;tonnes;1600;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1992;1992;tonnes;1515;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1993;1993;tonnes;1610;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1994;1994;tonnes;1470;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1995;1995;tonnes;1200;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1996;1996;tonnes;1160;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1997;1997;tonnes;1160;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1998;1998;tonnes;1160;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;1999;1999;tonnes;1120;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;2000;2000;tonnes;1120;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;2001;2001;tonnes;1080;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;2002;2002;tonnes;1060;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;2003;2003;tonnes;1145;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;2004;2004;tonnes;1160;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;2005;2005;tonnes;1311;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;2006;2006;tonnes;1593;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;2007;2007;tonnes;1500;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;2008;2008;tonnes;1540;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;2009;2009;tonnes;1278;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;2010;2010;tonnes;1496;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;2011;2011;tonnes;1484;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;2012;2012;tonnes;1284;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;2013;2013;tonnes;1305;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;2014;2014;tonnes;1271;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;2015;2015;tonnes;1047;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1141;Meat, rabbit;2016;2016;tonnes;1000;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1961;1961;tonnes;2517;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1962;1962;tonnes;2507;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1963;1963;tonnes;2463;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1964;1964;tonnes;2278;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1965;1965;tonnes;2274;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1966;1966;tonnes;2441;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1967;1967;tonnes;2439;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1968;1968;tonnes;2772;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1969;1969;tonnes;2927;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1970;1970;tonnes;2904;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1971;1971;tonnes;3003;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1972;1972;tonnes;2938;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1973;1973;tonnes;2566;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1974;1974;tonnes;2894;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1975;1975;tonnes;3041;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1976;1976;tonnes;3514;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1977;1977;tonnes;3501;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1978;1978;tonnes;3315;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1979;1979;tonnes;3650;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1980;1980;tonnes;3819;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1981;1981;tonnes;3582;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1982;1982;tonnes;3507;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1983;1983;tonnes;3385;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1984;1984;tonnes;3575;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1985;1985;tonnes;3883;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1986;1986;tonnes;3998;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1987;1987;tonnes;4094;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1988;1988;tonnes;4398;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1989;1989;tonnes;4110;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1990;1990;tonnes;4476;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1991;1991;tonnes;5124;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1992;1992;tonnes;5594;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1993;1993;tonnes;5507;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1994;1994;tonnes;5284;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1995;1995;tonnes;5279;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1996;1996;tonnes;5712;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1997;1997;tonnes;5939;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1998;1998;tonnes;5852;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;1999;1999;tonnes;6088;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;2000;2000;tonnes;5543;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;2001;2001;tonnes;5909;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;2002;2002;tonnes;5917;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;2003;2003;tonnes;6160;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;2004;2004;tonnes;6566;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;2005;2005;tonnes;6178;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;2006;2006;tonnes;5798;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;2007;2007;tonnes;5425;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;2008;2008;tonnes;5391;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;2009;2009;tonnes;5351;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;2010;2010;tonnes;5469;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;2011;2011;tonnes;5354;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;2012;2012;tonnes;5002;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;2013;2013;tonnes;4793;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;2014;2014;tonnes;4935;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;2015;2015;tonnes;4772;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;977;Meat, sheep;2016;2016;tonnes;5073;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1961;1961;tonnes;;M;Data not available
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1962;1962;tonnes;;M;Data not available
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1963;1963;tonnes;;M;Data not available
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1964;1964;tonnes;;M;Data not available
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1965;1965;tonnes;;M;Data not available
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1966;1966;tonnes;;M;Data not available
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1967;1967;tonnes;;M;Data not available
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1968;1968;tonnes;;M;Data not available
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1969;1969;tonnes;;M;Data not available
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1970;1970;tonnes;;M;Data not available
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1971;1971;tonnes;;M;Data not available
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1972;1972;tonnes;;M;Data not available
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1973;1973;tonnes;;M;Data not available
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1974;1974;tonnes;;M;Data not available
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1975;1975;tonnes;;M;Data not available
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1976;1976;tonnes;;M;Data not available
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1977;1977;tonnes;;M;Data not available
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1978;1978;tonnes;;M;Data not available
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1979;1979;tonnes;;M;Data not available
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1980;1980;tonnes;;M;Data not available
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1981;1981;tonnes;;M;Data not available
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1982;1982;tonnes;;M;Data not available
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1983;1983;tonnes;;M;Data not available
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1984;1984;tonnes;;M;Data not available
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1985;1985;tonnes;;M;Data not available
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1986;1986;tonnes;;M;Data not available
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1987;1987;tonnes;;M;Data not available
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1988;1988;tonnes;;M;Data not available
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1989;1989;tonnes;;M;Data not available
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1990;1990;tonnes;1803;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1991;1991;tonnes;2351;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1992;1992;tonnes;3004;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1993;1993;tonnes;2674;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1994;1994;tonnes;2854;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1995;1995;tonnes;3171;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1996;1996;tonnes;3191;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1997;1997;tonnes;3096;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1998;1998;tonnes;3858;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;1999;1999;tonnes;3538;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;2000;2000;tonnes;3390;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;2001;2001;tonnes;3046;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;2002;2002;tonnes;3162;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;2003;2003;tonnes;3126;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;2004;2004;tonnes;3383;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;2005;2005;tonnes;3499;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;2006;2006;tonnes;3358;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;2007;2007;tonnes;2030;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;2008;2008;tonnes;1427;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;2009;2009;tonnes;1388;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;2010;2010;tonnes;1452;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;2011;2011;tonnes;1476;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;2012;2012;tonnes;1412;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;2013;2013;tonnes;1497;;Official data
QL;Livestock Primary;211;Switzerland;5510;Production;1080;Meat, turkey;2014;2014;tonnes;1484;;Official data
